content,score,label,clean
aplikasi jelek,1,negatif,aplikasi jelek
hancat,1,negatif,hancat
banyak iklannya gasukaa,1,negatif,banyak iklannya gasukaa
sikit aaaa,1,negatif,sikit aaaa
bagus banget,5,positif,bagus banget
aplikasi jelek,1,negatif,aplikasi jelek
sangat bagus,5,positif,sangat bagus
"giliran proses pengembalian ga ada kurir yang jemput, status member platinum ga ada gunanya 👎",1,negatif,giliran proses pengembalian ga kurir jemput status member platinum ga gunanya 
hadeeehh,1,negatif,hadeeehh
sell Singapore?,1,negatif,sell singapore
terimakasih shope,5,positif,terimakasih shope
"pelayanan buruk, pengiriman di undur terus, kurir gak ramah , jelek bngt mending di apl lain , gak di sarankan dsini",1,negatif,pelayanan buruk pengiriman undur terus kurir gak ramah  jelek bngt mending apl  gak sarankan dsini
"jelek, tidak mau lagi belanja lewat shopee",1,negatif,jelek mau belanja lewat shopee
"pelayanan dari SPX sangat memuaskan, dari produk yang tiba dalam keadaan baik serta petugas lapangannya yang bertanggung jawab",5,positif,pelayanan spx sangat memuaskan produk tiba keadaan baik petugas lapangannya bertanggung jawab
so bad,1,negatif,so bad
tombol close iklan lu besarin woi,1,negatif,tombol close iklan lu besarin woi
pesanan Saya dikembalikan ke penjual tanpa persetujuan saya,1,negatif,pesanan dikembalikan penjual persetujuan
mending di Tokopedia🤙🤣,1,negatif,mending tokopedia
mantap,5,positif,mantap
pengen aja kasin bintang 1 #SellSingapore,1,negatif,pengen aja kasin bintang  sellsingapore
paket lama dtg katanya bergaransi diskon 10rb tpi g tuh,1,negatif,paket lama dtg katanya bergaransi diskon rb tpi g tuh
"biasa aja, gasuka,pngn ngasih bintang 1 aja, jeleq,ga berguna jujur, muak sama iklan shopee, terlalu maksa, jeleq, bagusan tokopedia",1,negatif,biasa aja gasukapngn ngasih bintang  aja jeleqga berguna jujur muak sama iklan shopee terlalu maksa jeleq bagusan tokopedia
banyak penipuan,1,negatif,banyak penipuan
"parah banget , membayar air PDAM melalui Shopee tgl 20 mei dan terus gagal keterangan dana di kembalikan sampai sekarang ternyata hanya ada tulisan dana dikembalikan di riwayat tetapi uang tidak masuk sampai sekarang ke shopeepay.",1,negatif,parah banget  membayar air pdam melalui shopee tgl  mei terus gagal keterangan dana kembalikan sekarang ternyata ada tulisan dana dikembalikan riwayat uang masuk sekarang shopeepay
tidak ada diskon hahhaa,1,negatif,ada diskon hahhaa
"ganggu notif nya, udah gua matiin notif nya masih aja tetep muncul beri setting nya dong supaya di nonaktifkan. Masalahnya pas mau ilangin notif nya suka masuk terus ke app nya ganggu",1,negatif,ganggu notif nya udah gua matiin notif nya aja tetep muncul beri setting nya dong di nonaktifkan masalahnya pas mau ilangin notif nya suka masuk terus app nya ganggu
👎🏿,1,negatif,
ribet transaksi,1,negatif,ribet transaksi
aplikasi ini ga terlalu suka,1,negatif,aplikasi ga terlalu suka
sell Singapure,1,negatif,sell singapure
"aplikasi terburuk, kalo buka apk lain selalu apk ini yg muncul jadi iklan, dasar hama",1,negatif,aplikasi terburuk kalo buka apk selalu apk yg muncul jadi iklan dasar hama
sella Singapore!!!,1,negatif,sella singapore
banyak penipuan dan aplikasinya lemot tidak fresh,1,negatif,banyak penipuan aplikasinya lemot fresh
"pelayanan nya buruk,hwuuek",1,negatif,pelayanan nya burukhwuuek
very very bad,1,negatif,very very bad
tololl,1,negatif,tololl
semoga awet,5,positif,semoga awet
jelek,1,negatif,jelek
apk sering eror eror mulu,1,negatif,apk sering eror eror mulu
"pengiriman lama, apk g jls iklan dimna mna, jelek",1,negatif,pengiriman lama apk g jls iklan dimna mna jelek
lama benar dah,1,negatif,lama benar dah
uninstall aja bro,1,negatif,uninstall aja bro
jelek,1,negatif,jelek
pengen aja bintang 1 ga tau kenapa,1,negatif,pengen aja bintang  ga tau
"apk jelek, ongkir mahal",1,negatif,apk jelek ongkir mahal
"jelek, barang gak sesuai, harga mahal banget, murah han di tiktok banyak promo",1,negatif,jelek barang gak sesuai harga mahal banget murah han tiktok banyak promo
sangat jelek,1,negatif,sangat jelek
mantap,5,positif,mantap
buruk,1,negatif,buruk
"cuih, sell Singapore",2,negatif,cuih sell singapore
saya akan lawan,1,negatif,akan lawan
burik,1,negatif,burik
apk nya jelek mahal juga lagi,1,negatif,apk nya jelek mahal lagi
"pelayanan jelek, barang barang banyk yang tidak sesuai",1,negatif,pelayanan jelek barang barang banyk tidak sesuai
ga ada mod unlimited money🙄,1,negatif,ga mod unlimited money
apk g guna,1,negatif,apk g
pengiriman nya lama banget sumpah yg tadinya sudah sampai di kotanya bukannya langsung dikirim malah dilama lamain sampe akhirnya ngirim nya besok,1,negatif,pengiriman nya lama banget sumpah yg tadinya sampai kotanya bukannya langsung dikirim malah dilama lamain sampe akhirnya ngirim nya besok
jelek,1,negatif,jelek
barangnya sesuai kebutuhan,1,negatif,barangnya sesuai kebutuhan
"Kurang Bagus Dan Kurang Power , dijaga Kehormatan Nya Yah Sell Singapore",1,negatif,kurang bagus kurang power  dijaga kehormatan nya yah sell singapore
aplikasi sampah dri Singapore,1,negatif,aplikasi sampah dri singapore
sell Singapore buy Indonesia,1,negatif,sell singapore buy indonesia
nih aplikasi jelek gak ada jual bulan,1,negatif,nih aplikasi jelek gak jual bulan
"ribet,banyak iklan,go indo",1,negatif,ribetbanyak iklango indo
"gatau,gasuka aja.",1,negatif,gataugasuka aja
ga bagus,1,negatif,ga bagus
"apk nya jelek, masa gw pesan celana yang datang malah sempak emak emak warna pink yang ada pita nya😡😡😡",1,negatif,apk nya jelek masa gw pesan celana datang malah sempak emak emak warna pink ada pita nya
"akhir"" ini sangat kecewa dengan shopee, kiriman sangat lambat sampai barang di return",1,negatif,akhir sangat kecewa shopee kiriman sangat lambat barang return
"jelek, banyak penipu",1,negatif,jelek banyak penipu
"jelek,yang datang barang palsu sell Singapore buy indonesia",1,negatif,jelekyang datang barang palsu sell singapore buy indonesia
sell Singapur,1,negatif,sell singapur
jelek,1,negatif,jelek
"app jelek, gbisa cek out bts",1,negatif,app jelek gbisa cek out bts
#sellsingapore lebih ke kesel sih banyak penipuan trus kadang masuk apk ini tanpa ku buka apk nya tolong di pertegas oknum oknum penipu nya bukannya hanya peduli keuntungan doang kasian kita yg keterbatasan keuangan ketipu sana sini,1,negatif,sellsingapore lebih kesel sih banyak penipuan trus kadang masuk apk tanpa ku buka apk nya di pertegas oknum oknum penipu nya bukannya peduli keuntungan doang kasian yg keterbatasan keuangan ketipu sana sini
buruk,1,negatif,buruk
"banyak iklan di apk lain,sampah banget!!",1,negatif,banyak iklan apk lainsampah banget
jelek bangett tidak disarankan untuk didownload,1,negatif,jelek bangett disarankan didownload
sell Singapure,1,negatif,sell singapure
"jelek bet pokoe, #sellsingapura",1,negatif,jelek bet pokoe sellsingapura
"CUIH, iklan lu bikin gua gedek, jangan belanja disini lagi guys.",3,netral,cuih iklan lu bikin gua gedek jangan belanja disini guys
punya anak kabupaten sebelan njir😂,1,negatif,punya anak kabupaten sebelan njir
jelek,1,negatif,jelek
"tidak jelas, tiap buka aplikasi lain ada aja iklan apk ini masuk. maksa banget buat didownload, maaf ga minat",1,negatif,jelas tiap buka aplikasi ada aja iklan apk masuk maksa banget buat didownload maaf ga minat
"sell Singapura, buy in indonesia ✊✊",1,negatif,sell singapura buy in indonesia 
pengiriman nya lama,1,negatif,pengiriman nya lama
apk jelek sering ngeleg,1,negatif,apk jelek sering ngeleg
"SPX NYA JELEK, LAMA, NGARET, KEK SIPUTTT",1,negatif,spx nya jelek lama ngaret kek siputtt
"jelek bgt,pesanya kaos yang Dateng malah barang lain",1,negatif,jelek bgtpesanya kaos dateng malah barang
aplikasi yang sangat buruk,1,negatif,aplikasi sangat buruk
shopee jual barang palsu,1,negatif,shopee jual barang palsu
jelek,1,negatif,jelek
jelek,1,negatif,jelek
😹,1,negatif,
pengiriman lama jgn di percaya,1,negatif,pengiriman lama jgn percaya
selalu terbaik. Tapi saya Pay Later saya masih dibekukan,4,positif,selalu terbaik pay later saya masih dibekukan
pengiriman lemot,1,negatif,pengiriman lemot
YOU CAN'T HAVE IT ALL,1,negatif,you cant have it all
pengiriman lambat,1,negatif,pengiriman lambat
"ndk suka, terlalu ikut campur iklannya, masak lagi zoom kuliah tiba tiba keluar iklan lu, jadi mental zoom nya gk bisa masuk lagi yang mengakibatkan saya tidak bisa mengikuti kuliah lagi+tidak absen jadi alfa,",1,negatif,ndk suka terlalu ikut campur iklannya masak zoom kuliah tiba tiba keluar iklan lu jadi mental zoom nya gk masuk yang mengakibatkan tidak mengikuti kuliah lagitidak absen jadi alfa
"kecewa banget komisi afiliate berkali² ga valid, pdhl alamat beda sama akunku, 1 komplek ya pasti ga cuma ada 1 rumah. aneh banget aturan nya 😒",1,negatif,kecewa banget komisi afiliate berkali ga valid pdhl alamat beda sama akunku  komplek pasti ga cuma  rumah aneh banget aturan nya 
oke pihak Shopee harus kenapa ongkir gak gratis kenapa yg beli harus byk ongkir juga MLS belanja gak sesuai vocer entah suka kadaluwarsa,1,negatif,oke pihak shopee ongkir gak gratis kenapa yg beli byk ongkir mls belanja gak sesuai vocer entah suka kadaluwarsa
aplikasi payahhh😂,1,negatif,aplikasi payahhh
ga bgs jelekkk,2,negatif,ga bgs jelekkk
bagus sesuai pesanan,5,positif,bagus sesuai pesanan
"pelayanan puas ,senang beli di shoppe",5,positif,pelayanan puas senang beli shoppe
"Jlek, warna norak",1,negatif,jlek warna norak
baik,5,positif,baik
tidak bagus,1,negatif,bagus
GK suka lemot,1,negatif,gk suka lemot
"jelek bgt gw beli brang disini pengiriman lambat, produknya ga sesuai sama gambar iklannya lgi waduh btw sekalian #sellsingapore #buyindonesia",1,negatif,jelek bgt gw beli brang disini pengiriman lambat produknya ga sesuai sama gambar iklannya lgi waduh btw sekalian sellsingapore buyindonesia
bagus,5,positif,bagus
mantap dan memuaskan,5,positif,mantap memuaskan
jelek bgt gak bagus,1,negatif,jelek bgt gak bagus
aplikasi gaguna,1,negatif,aplikasi gaguna
"akun diblokir karena alasan pesanan palsu, palsu matamu a di akunku masih ada saldo hasil jualan juga ilang cog. ada tagihan paylater juga..aneh banget sopi ini emang mengecewakan ..gak akan pakai aplikasi buruk ini lagi",1,negatif,akun diblokir alasan pesanan palsu palsu matamu a akunku saldo hasil jualan ilang cog ada tagihan paylater jugaaneh banget sopi emang mengecewakan gak pakai aplikasi buruk lagi
"lama pengiriman, barang sering rusak, banyak penipuan, iklan meresahkan #sellsingapore",1,negatif,lama pengiriman barang sering rusak banyak penipuan iklan meresahkan sellsingapore
apk jelek ilangin saldo doang,1,negatif,apk jelek ilangin saldo doang
kualitas jelek,1,negatif,kualitas jelek
iklan nya banya bngt bngst,1,negatif,iklan nya banya bngt bngst
Promo dikit,1,negatif,promo dikit
"menjengkel kan, iklan nya ikut campur banget. masa iya lgi enak baca wp malah ni apk nongol mulu gedek gw",1,negatif,menjengkel kan iklan nya ikut campur banget masa iya lgi enak baca wp malah ni apk nongol mulu gedek gw
SELLL SINGAPORE!!!!!,1,negatif,selll singapore
𝘢𝘯𝘥𝘢 𝘵𝘦𝘭𝘢𝘩 𝘥𝘪𝘭𝘶𝘱𝘢𝘬𝘢𝘯🚫,1,negatif,  
pelayanan buruk,1,negatif,pelayanan buruk
shopefood sering berubah harga biaya layanan dan ongkir nya padahal hanya beda 1 menit!,1,negatif,shopefood sering berubah harga biaya layanan ongkir nya padahal beda  menit
shope bagus tapi di pengiriman kurir seringkali tidak antar paketnya dan akun di blok sama shope,5,positif,shope bagus pengiriman kurir seringkali antar paketnya akun di blok sama shope
barang yg datang sering tidak sesuai #sell Singapore 😂,1,negatif,barang yg datang sering sesuai sell singapore 
lag banget jelek,1,negatif,lag banget jelek
pelayanan buruk,1,negatif,pelayanan buruk
"makin sini kinerja menurun,",1,negatif,makin sini kinerja menurun
SAMPAH😹,1,negatif,sampah
Harmful shopping application,1,negatif,harmful shopping application
"biasanya pesen shopefood aman aja, ini ada driver shopefood ga sopan, blm dibls sbntr aja langsung chat ke wa bilangin sok mantep sok tau cuma gara gara bukan pke nama pribadi pdhl biasanya juga mesen pke akun itu, minimal yang sopan,",1,negatif,biasanya pesen shopefood aman aja ada driver shopefood ga sopan blm dibls sbntr aja langsung chat wa bilangin sok mantep sok tau cuma gara gara bukan pke nama pribadi pdhl biasanya mesen pke akun minimal sopan
apk bikin iklan gajelas tombol close nya susah banget di pencet selalu error,1,negatif,apk bikin iklan gajelas tombol close nya susah banget pencet selalu error
Buat shopee beritqhu kurir nya kalau paket nya mau datang tolong diberi tahu,5,positif,buat shopee beritqhu kurir nya kalau paket nya mau datang diberi tahu
pengen ngasih bintang 1 aja,1,negatif,pengen ngasih bintang  aja
Bagusss berkembang terus shopeee.....,1,negatif,bagusss berkembang terus shopeee
"dlu saya top up shoppe pay gak bisa digunakan, alasannya butuh pin, mau di ganti pin nya malah gak bisa",1,negatif,dlu top up shoppe pay gak digunakan alasannya butuh pin mau ganti pin nya malah gak
aplikasi tolol #sellsingapore,1,negatif,aplikasi tolol sellsingapore
"Not recommended, bad service, I lost a lot of money here for no reason😡😡😡",1,negatif,not recommended bad service i lost a lot of money here for no reason
banyak bug #sellsingapore,1,negatif,banyak bug sellsingapore
"buruk,barang gk pernah sesuai",1,negatif,burukbarang gk pernah sesuai
boikot shopee,1,negatif,boikot shopee
sell Singapure,1,negatif,sell singapure
lu gk usah nyepam diaplikasi lain samapi bolak balik aplikasi lu juga laku kali aplikasi lu ini. heboh bener jadi aplikasi. Caper lu?,1,negatif,lu gk usah nyepam diaplikasi samapi bolak balik aplikasi lu laku kali aplikasi lu heboh bener jadi aplikasi caper lu
"Ongkir lebih mahal dibanding produk, harga selangit produk sedikit. sell Singapore",1,negatif,ongkir lebih mahal dibanding produk harga selangit produk sedikit sell singapore
boikot shopy,1,negatif,boikot shopy
Sejauh ini bagus lah,2,negatif,sejauh bagus lah
"Pengiriman lama, kadang di batalain",1,negatif,pengiriman lama kadang batalain
hapus apk ga guna kaya ktl emang shope impostor,1,negatif,hapus apk ga kaya ktl emang shope impostor
sukakkkk ajaaaa,5,positif,sukakkkk ajaaaa
jelek,1,negatif,jelek
barang saya suka rusak dan pelayanan bobrok,1,negatif,barang suka rusak pelayanan bobrok
"please lah kalau ngeiklain di aplikasi lain jangan menggangu, sumpah itu tanda x sudah saya klik eh malah ngarah ke playstore",1,negatif,please lah kalau ngeiklain aplikasi jangan menggangu sumpah tanda x saya klik eh malah ngarah playstore
jelek,1,negatif,jelek
ga suka,1,negatif,ga suka
aplikasi lemot,1,negatif,aplikasi lemot
suka karena sering tepat waktu,5,positif,suka sering tepat waktu
kerennnnnnnnnn̈nn,5,positif,kerennnnnnnnnnnn
"tidak bagus, pesanan lama sampai",1,negatif,bagus pesanan lama
kurir nya lelet tidak ramahhhh,1,negatif,kurir nya lelet ramahhhh
"kalo belanja gajelas banget 🥱 mending belanja off, barang ga sesuai ekspektasi 🥱🥱🥱",1,negatif,kalo belanja gajelas banget  mending belanja off barang ga sesuai ekspektasi 
Terlalu Banyak iklan,1,negatif,terlalu banyak iklan
jelek,1,negatif,jelek
buruk,1,negatif,buruk
ga ada dubai chewy cookie,1,negatif,ga dubai chewy cookie
barangnya gapernah sesuai gmbar,1,negatif,barangnya gapernah sesuai gmbar
jelek jir gak ada sempak dinosaurus,1,negatif,jelek jir gak sempak dinosaurus
maaf aku uninstal tampilan nya aneh gak kyak dulu,1,negatif,maaf aku uninstal tampilan nya aneh gak kyak dulu
"Bagus,tapi kok diberanda nggak muncul gambarnya? Cuma tulisan",5,positif,bagustapi kok diberanda muncul gambarnya cuma tulisan
pengiriman cepat harga bersahabat,5,positif,pengiriman cepat harga bersahabat
jelek,1,negatif,jelek
pengirimannya lama,2,negatif,pengirimannya lama
saya akan lawan,1,negatif,akan lawan
SELLSINGAPORE!!,1,negatif,sellsingapore
jelek aplikasinya,1,negatif,jelek aplikasinya
ga ada seblak,1,negatif,ga seblak
aplikasi tidak berguna,1,negatif,aplikasi berguna
boikot shopee,5,positif,boikot shopee
Nggak nyaman,1,negatif,nyaman
"iklan shopee sangat mengganggu, memaksa untuk masuk ke dalam aplikasi nya 🤬🤬🤬",1,negatif,iklan shopee sangat mengganggu memaksa masuk dalam aplikasi nya 
app jelek,1,negatif,app jelek
bagus,5,positif,bagus
sangat buruk,1,negatif,sangat buruk
jelek,1,negatif,jelek
Aplikasi terbaik yang memudahkan segalanya 😍,5,positif,aplikasi terbaik memudahkan segalanya 
kurir jelek apk jelek promo dikit seler nya penipu,1,negatif,kurir jelek apk jelek promo dikit seler nya penipu
"ga rekomendasi banget dah ini aplikasi, gausah di download mending Tokopedia aja",1,negatif,ga rekomendasi banget dah aplikasi gausah download mending tokopedia aja
"sudah stabil, gak lelet",4,positif,stabil gak lelet
jelek,1,negatif,jelek
segera donlod aplikasi ini juga,5,positif,segera donlod aplikasi juga
Sell singapure,1,negatif,sell singapure
mantap banget aku sering dapat gratisan 0rp,5,positif,mantap banget aku sering gratisan rp
kurang,1,negatif,kurang
pelayanan buruk,1,negatif,pelayanan buruk
aplikasi bobrok,1,negatif,aplikasi bobrok
gak bagus,1,negatif,gak bagus
okeee banget 1000000000000/10 🫶🫶💖,1,negatif,okeee banget  
"iklannya ngeganggu, app jelek",1,negatif,iklannya ngeganggu app jelek
sell Singapure,1,negatif,sell singapure
"aplikasi jelek,ga ada manfaat nya barang telat terus terkirim",1,negatif,aplikasi jelekga manfaat nya barang telat terus terkirim
"kecewa,karena pengiriman selalu tidak sesuai dengan di aplikasi",1,negatif,kecewakarena pengiriman selalu sesuai di aplikasi
banyak penipuan,1,negatif,banyak penipuan
Antek antek,1,negatif,antek antek
sangat tidak bgus aku beli baju yg datg Rinso,1,negatif,sangat bgus aku beli baju yg datg rinso
banyak jomok rodok²,1,negatif,banyak jomok rodok
shopee sekarang ngeselin banyak phonya gak suka,1,negatif,shopee sekarang ngeselin banyak phonya gak suka
gak ada tanah,1,negatif,gak tanah
aplikasi tidak bagus dan buruk saya memesan barang dan barang nya tidak datang serta uang tidak kembali,1,negatif,aplikasi bagus buruk memesan barang barang nya datang uang kembali
Bagus,1,negatif,bagus
penjajah,1,negatif,penjajah
apk gj gara' ni apk bensin jdi naik,1,negatif,apk gj gara ni apk bensin jdi naik
jelek,1,negatif,jelek
kebanyakan iklan,1,negatif,kebanyakan iklan
kenapa tiba-tiba ada penarikan 83 ribu ke PlayStore. padahal saya tidak beli apa2 dan saldo sendiri terpotong. sy jg tidak masukan pin pembayaran tapi ada pemotongan saldo.,1,negatif,tibatiba penarikan  ribu playstore padahal beli apa saldo sendiri terpotong sy jg tidak masukan pin pembayaran ada pemotongan saldo
sell Singapure,1,negatif,sell singapure
bagus&amanah,5,positif,bagusamanah
jelek gausah di download,1,negatif,jelek gausah download
pelayanan jelek,1,negatif,pelayanan jelek
Sell Singapure,1,negatif,sell singapure
apk jelek,1,negatif,apk jelek
"iklan maksa banget, saat masuk aplikasi entah kenapa hp saya tiba tiba hangat dan lag banget. padahal hp saya selalu lancar.",2,negatif,iklan maksa banget masuk aplikasi entah hp tiba tiba hangat lag banget padahal hp selalu lancar
"banyak iklan,,,",1,negatif,banyak iklan
SDH prcy di shopee memang joz,5,positif,sdh prcy shopee memang joz
sel singapura!,1,negatif,sel singapura
jelek,1,negatif,jelek
jelek aj,1,negatif,jelek aj
tidak bGus,1,negatif,bgus
"jelek bangtt, aku pesan sepatu datangnya kolor",1,negatif,jelek bangtt aku pesan sepatu datangnya kolor
"aplikasi jlk saya jualan kaga kaya""",1,negatif,aplikasi jlk jualan kaga kaya
"bagus si apk nya, cuma iklannya mengganggu bangettt, dikit"" iklan jadi agak males ajaa pake apk nya, trs kadang lemot lagi aplikasinya",2,negatif,bagus si apk nya cuma iklannya mengganggu bangettt dikit iklan jadi males ajaa pake apk nya trs kadang lemot aplikasinya
banyak bug,2,negatif,banyak bug
banyak iklan gajelas,1,negatif,banyak iklan gajelas
barang banyak yg tidak sesuai,1,negatif,barang banyak yg sesuai
ongkir mahal,1,negatif,ongkir mahal
oke,5,positif,oke
suka sekali belanja di sophee,5,positif,suka sekali belanja sophee
jlek,1,negatif,jlek
Keren,5,positif,keren
pengiriman lama bgt gasuka,1,negatif,pengiriman lama bgt gasuka
ongkir mahal pengiriman lambat,1,negatif,ongkir mahal pengiriman lambat
barangnya suka rusak,1,negatif,barangnya suka rusak
pengantaran nyaaa lelet,1,negatif,pengantaran nyaaa lelet
JELEK IKLAN DIMANA MANA. SINGAPUR GATAU DIUNTUNG,1,negatif,jelek iklan mana singapur gatau diuntung
apk GK guna kena tipu terus,1,negatif,apk gk kena tipu terus
Shopee is the best,5,positif,shopee is the best
#sellsingapore iklan maksa buat download,1,negatif,sellsingapore iklan maksa buat download
jelek,1,negatif,jelek
sangat buruk,1,negatif,sangat buruk
Baik,1,negatif,baik
damn,1,negatif,damn
gak guna,1,negatif,gak
iklan nya ganggu,1,negatif,iklan nya ganggu
toko online terpercaya,5,positif,toko online terpercaya
lag,1,negatif,lag
jelek banget,1,negatif,jelek banget
jelek,1,negatif,jelek
sering di return gak jelas,1,negatif,sering return gak jelas
no dowload !,1,negatif,no dowload 
"lama sampenya, kadang barang tidak sesuai sama yang dipesan",1,negatif,lama sampenya kadang barang sesuai sama dipesan
jeleg,1,negatif,jeleg
ok udah di perbaiki trimakasih tidak ada lagi bug atau semacamnya trimakasi Utuk respon nya yang begitu cepat 👍👍,1,negatif,udah perbaiki trimakasih ada bug semacamnya trimakasi utuk respon nya begitu cepat 
aplikasi jelekkkkkkkkkk,1,negatif,aplikasi jelekkkkkkkkkk
najis dah kalau lagi baca Wattpad tiba tiba masuk ke shoppe,1,negatif,najis dah kalau baca wattpad tiba tiba masuk shoppe
aplikasi mmq,1,negatif,aplikasi mmq
APLIKASI TOLOL GA GUNA. #SELLSINGAPORE #BUYINDONESIA.,1,negatif,aplikasi tolol ga sellsingapore buyindonesia
lama bngt dan barangnya jelek gak kayak di foto gimana ini,1,negatif,lama bngt barangnya jelek gak kayak foto gimana
aplikasi ga guba,1,negatif,aplikasi ga guba
"iklan dimana mana, buka tiktok iklan Shopee, game iklan Shopee, bosennnnnnn, kata gua mah kurang kurangin deh",1,negatif,iklan mana buka tiktok iklan shopee game iklan shopee bosennnnnnn kata gua mah kurang kurangin deh
mending kurangi iklan buat biaya logistik,1,negatif,mending kurangi iklan buat biaya logistik
ganggu bgt klo lagi main game suka ada iklan shopee mana suka lngsung dialihkan ke aplikasi nya lngsg,1,negatif,ganggu bgt klo main game suka iklan shopee mana suka lngsung dialihkan aplikasi nya lngsg
di tingkatkan lagi kwalitas toko dalam membuat iklan,5,positif,tingkatkan kwalitas toko membuat iklan
aplikasi buruk,1,negatif,aplikasi buruk
"iklan konyol, niat belanja malah jadi keganggu trs sama iklan",1,negatif,iklan konyol niat belanja malah jadi keganggu trs sama iklan
PENGIRIMAN SUKA DI UNDUR TERUS LAMA LEBIH ENAK DI TOKPED,1,negatif,pengiriman suka undur terus lama lebih enak tokped
"Sumuanya sudah bagus dan yang menjadi nilai plus untuk Shopee namun begini, sepertinya ada kesalahan yang dimana barang yang saya pesan itu sudah sampai (dan tepat waktu) namun waktu saya mau nilai toko, opsi ""Pesanan Selesai"" tidak muncul malahan opsi ""Ajukan Pengembalian."" Sepertinya ada kesalahan program yang perlu diperbaiki.",4,positif,sumuanya bagus menjadi nilai plus shopee begini sepertinya kesalahan dimana barang pesan sudah dan tepat waktu waktu saya mau nilai toko opsi pesanan selesai muncul malahan opsi ajukan pengembalian sepertinya kesalahan program yang perlu diperbaiki
saya tidak suka belanja di sini ongkir nya besar,1,negatif,tidak suka belanja sini ongkir nya besar
"pelayanannya sangat jelek, saya prnah tidak sengaja pesan paket terus sya membatalkannya, tpi knapa paket trsbut dtng drmh sya, kn sya udh membatalkannya, atauu pnjualnya sngaja mengabaikan status batal dn tetp mengirimkn paket trsbut..",1,negatif,pelayanannya sangat jelek prnah sengaja pesan paket terus sya membatalkannya tpi knapa paket trsbut dtng drmh sya kn sya udh membatalkannya atauu pnjualnya sngaja mengabaikan status batal dn tetp mengirimkn paket trsbut
susah untuk mengganti kata sandi nya,1,negatif,susah mengganti kata sandi nya
beli apa di kirim apa 🤦,1,negatif,beli apa kirim apa 
mending di tokope sini jelek banget,1,negatif,mending tokope sini jelek banget
aplikasi jelek,1,negatif,aplikasi jelek
apk jelek apa lagi yg bikin beli dress yang datang bh sobek,1,negatif,apk jelek apa yg bikin beli dress datang bh sobek
"kurir shopee suka ngelibihin kembalian aja, pdhl gw aja sengaja pake koin biar hemat ini malah ngelebih²in Mulu",1,negatif,kurir shopee suka ngelibihin kembalian aja pdhl gw aja sengaja pake koin biar hemat malah ngelebihin mulu
barangnya gak sesuai sama yg di foto kecewa bngt,1,negatif,barangnya gak sesuai sama yg foto kecewa bngt
gada mie ayam,1,negatif,gada mie ayam
"pengiriman suka lama, ga cpt tanggap, suka lag²an ga bgt cih",1,negatif,pengiriman suka lama ga cpt tanggap suka lagan ga bgt cih
"tidak rekomendasi untuk di gunakan, beli barang apa yang dateng apa cihh",1,negatif,rekomendasi di gunakan beli barang apa dateng apa cihh
bagus di sopi,5,positif,bagus sopi
👎🏻,1,negatif,
"orang mau belanja malah disuguhin video, aplikasi dongo",1,negatif,orang mau belanja malah disuguhin video aplikasi dongo
banyak penipuan,1,negatif,banyak penipuan
buatan SG jadi b1 aja,1,negatif,buatan sg jadi b aja
fomo ah,1,negatif,fomo ah
apk sampah,1,negatif,apk sampah
"paylater nya gak jelas , kredit yang udah di bayar lunas kok , ketika aku kredit lagi kok masih di hitung yang lunas",2,negatif,paylater nya gak jelas  kredit udah bayar lunas kok  aku kredit kok di hitung lunas
ga suka ah titik,1,negatif,ga suka ah titik
banyak iklannya,1,negatif,banyak iklannya
barang rusak bnyak produk gk sesuai gambar dan gak sesuai dengan barang yg diterima banyak penipuan dan aplikasi taikkk gak jelas,1,negatif,barang rusak bnyak produk gk sesuai gambar gak sesuai barang yg diterima banyak penipuan aplikasi taikkk gak jelas
sangat bermanfaat,5,positif,sangat bermanfaat
gaenak,1,negatif,gaenak
sell singapur,1,negatif,sell singapur
barang ke sesuai paket lama sampai dan uang syaa pernah hilang apk gaje mau cepat kaya dengan merampas uang orang dan akhirnya saya uninstall,1,negatif,barang sesuai paket lama uang syaa pernah hilang apk gaje mau cepat kaya merampas uang orang dan akhirnya uninstall
g tau kenapa pengen aja ngasih bintang 1,1,negatif,g tau pengen aja ngasih bintang 
app all shop yang sangat menjijikan,1,negatif,app all shop sangat menjijikan
sorry kepencet😹,1,negatif,sorry kepencet
lemot,1,negatif,lemot
Sell singapure,1,negatif,sell singapure
saya sangat suka berbelanja di shopee pengiriman cepat,5,positif,sangat suka berbelanja shopee pengiriman cepat
jelek,1,negatif,jelek
aplikasi jelek,1,negatif,aplikasi jelek
Bangkrut,1,negatif,bangkrut
sell Singapur,1,negatif,sell singapur
Apk yg sngat mnyenangkan goodjob👍🏻👍🏻👍🏻👍🏻,5,positif,apk yg sngat mnyenangkan goodjob
pengiriman lambat kaya siput.,1,negatif,pengiriman lambat kaya siput
aplikasi ampas pembohong publik diskonnya,1,negatif,aplikasi ampas pembohong publik diskonnya
bintang satu,1,negatif,bintang satu
Woi paketku lama sekali sampenya coeg,1,negatif,woi paketku lama sekali sampenya coeg
"Bantet ,dah kadaluwarsa ni apk",1,negatif,bantet dah kadaluwarsa ni apk
jelek.,1,negatif,jelek
I DON'T LIKE,1,negatif,i dont like
banyak iklan,1,negatif,banyak iklan
aplikasi yang sangat buruk,1,negatif,aplikasi sangat buruk
baik,5,positif,baik
apk ngelag gajelas,1,negatif,apk ngelag gajelas
